SiO2,Al2O3,Fe2O3tot,CaO,Total,Ti,Rb,Nb,La,Ce,Sm,Yb,LaN,CeN,SmN,YbN,La/Nb,Rb/Sm,Nb/La,Nb/Yb,Nb/Rb,La/Sm,La/Yb,(La/Yb)N,Sm/Yb,(Sm/Yb)N,SiO2(LOI free),TiO2(LOI free),Al2O3(LOI free),Fe2O3(LOI free),MgO(LOI free),CaO(LOI free),Na2O(LOI free),Label,Id
42.06,13.93,16.91,11.24,100.51,32073.0,1.0,10.0,14.0,36.0,7.2,2.05,45.4,44.4,37.1,9.8,1.4,0.2,0.73,5.03,9.23,1.9,6.9,4.6,3.5,3.8,41.98,5.34,13.9,16.88,5.88,11.22,2.9,1,2688
60.36,17.42,6.02,5.88,100.24,2698.0,25.0,3.0,8.0,16.0,2.0,1.49,25.0,19.8,10.2,7.1,2.6,12.6,0.39,2.01,0.12,3.9,5.2,3.5,1.3,1.4,61.62,0.46,17.78,6.15,2.8,6.0,3.92,0,2608
70.51,14.36,2.83,2.59,99.82,2038.0,204.0,7.0,18.0,20.0,3.1,2.63,58.4,24.4,15.9,12.6,2.7,65.6,0.38,2.59,0.03,5.8,6.9,4.6,1.2,1.3,71.35,0.34,14.53,2.86,1.08,2.62,2.88,0,1524
46.42,16.16,10.03,7.65,99.65,3717.0,15.0,24.0,45.0,75.0,4.8,1.96,143.9,92.8,24.7,9.4,1.9,3.11,0.53,12.04,1.57,9.3,22.8,15.3,2.46,2.64,50.05,0.67,17.42,10.81,6.82,8.25,4.65,1,645
50.25,14.78,10.22,8.89,99.46,4616.0,109.0,9.0,35.0,68.0,7.4,2.22,113.2,83.9,37.9,10.6,3.9,14.7,0.26,4.04,0.08,4.7,15.8,10.7,3.3,3.6,51.2,0.78,15.06,10.41,5.21,9.06,2.94,1,1369
61.09,16.28,4.61,4.1,98.14,4676.0,66.0,19.0,40.0,66.0,3.6,2.4,129.0,81.7,18.5,11.5,2.1,18.3,0.48,7.92,0.29,11.1,16.7,11.2,1.5,1.6,62.25,0.79,16.59,4.7,1.99,4.18,5.92,0,2241
48.3,22.4,3.55,10.1,100.62,1259.0,7.0,1.0,1.0,3.0,0.5,0.4,3.9,3.2,2.7,1.9,2.0,14.23,0.5,1.5,0.08,2.3,3.0,2.0,1.3,1.39,50.1,0.22,23.23,3.68,9.09,10.48,2.75,1,245
60.35,18.65,5.78,5.82,101.08,4436.0,69.0,15.0,26.0,44.0,2.5,1.7,83.9,54.5,12.8,8.1,1.7,27.6,0.58,8.82,0.22,10.4,15.3,10.3,1.5,1.6,59.71,0.73,18.45,5.72,0.67,5.76,5.83,0,2246
61.93,16.15,4.04,4.7,99.59,3063.0,51.0,6.0,27.0,52.0,3.5,0.8,87.4,64.0,17.7,3.8,4.3,14.8,0.23,7.88,0.12,7.9,33.9,22.8,4.3,4.6,64.34,0.53,16.78,4.2,1.41,4.88,4.92,0,2400
61.79,15.07,6.24,5.04,99.14,4556.0,61.0,7.0,20.0,41.0,4.7,2.99,65.2,51.2,24.2,14.3,2.8,12.9,0.36,2.41,0.12,4.3,6.8,4.6,1.6,1.7,63.63,0.78,15.52,6.43,3.0,5.19,3.13,0,2827
62.0,17.5,5.15,5.89,99.46,3957.0,60.0,10.0,212.0,44.0,4.1,1.94,684.5,55.0,21.1,9.3,21.7,14.6,0.05,5.05,0.16,51.5,109.4,73.7,2.1,2.3,62.39,0.66,17.61,5.18,2.44,5.93,3.65,0,1153
51.67,17.99,8.84,9.57,100.61,4952.0,6.0,3.0,8.0,18.0,2.7,1.64,26.5,22.9,13.9,7.8,2.4,2.04,0.42,2.12,0.63,3.0,5.0,3.4,1.65,1.77,52.38,0.84,18.24,8.96,6.65,9.7,2.68,0,298
57.0,17.5,7.4,6.1,99.2,3957.0,167.0,11.0,34.0,68.0,6.2,0.95,110.3,84.2,31.9,4.5,3.2,26.8,0.31,11.26,0.06,5.5,36.0,24.3,6.6,7.0,57.76,0.67,17.73,7.5,2.35,6.18,2.53,1,2500
75.5,14.0,0.7,0.48,100.0,360.0,111.0,38.0,6.0,11.0,1.2,1.62,18.1,14.1,6.2,7.8,0.1,92.5,6.84,23.64,0.35,4.7,3.5,2.3,0.7,0.8,76.19,0.06,14.13,0.71,0.17,0.48,4.08,1,1930
53.73,18.78,8.74,10.11,100.63,5815.15,32.0,14.0,36.0,68.0,9.3,0.5,115.5,84.7,47.4,2.4,2.5,3.46,0.4,28.6,0.45,3.87,71.6,48.27,18.5,19.83,54.25,0.98,18.96,8.82,2.07,10.21,3.01,1,1115
46.5,17.35,10.97,8.89,99.93,7074.0,77.0,2.0,13.0,29.0,4.1,1.84,42.8,35.4,20.9,8.8,5.8,18.8,0.17,1.23,0.03,3.3,7.2,4.9,2.2,2.4,48.09,1.22,17.94,11.35,5.9,9.19,2.32,0,2777
60.08,19.29,6.59,5.04,104.27,2638.0,59.0,5.0,22.0,44.0,4.1,2.11,72.3,54.1,21.1,10.1,4.6,14.4,0.22,2.32,0.08,5.4,10.6,7.2,2.0,2.1,59.72,0.44,19.17,6.55,1.7,5.01,4.53,1,2962
47.73,18.41,10.99,8.2,99.16,5575.0,79.0,6.0,22.0,43.0,4.7,1.86,71.0,53.2,24.1,8.9,3.7,16.8,0.27,3.18,0.07,4.7,11.8,8.0,2.5,2.7,49.37,0.96,19.04,11.37,4.77,8.48,1.95,0,2610
53.62,20.2,5.44,5.54,100.9,3537.0,70.0,21.0,48.0,98.0,8.8,2.84,156.1,121.5,45.1,13.6,2.3,7.96,0.43,7.39,0.3,5.5,17.0,11.5,3.1,3.32,54.69,0.6,20.6,5.55,1.58,5.65,5.8,1,575
73.9,13.6,1.82,0.69,99.08,180.0,68.0,3.0,6.0,11.0,1.0,1.65,19.6,13.6,5.0,7.9,1.9,69.1,0.51,1.9,0.05,6.2,3.7,2.5,0.6,0.6,74.92,0.03,13.79,1.85,0.1,0.7,4.29,1,1323
50.28,15.84,9.45,9.67,100.02,9472.0,19.0,12.0,10.0,24.0,4.2,3.06,33.5,30.2,21.5,14.6,0.9,4.6,1.12,3.79,0.6,2.5,3.4,2.3,1.4,1.5,51.19,1.61,16.13,9.62,6.77,9.85,3.76,1,2265
64.29,15.99,5.58,4.97,99.51,2938.0,46.0,5.0,28.0,51.0,3.7,2.03,89.7,63.1,18.9,9.7,5.4,12.57,0.19,2.54,0.11,7.5,13.7,9.2,1.82,1.95,64.93,0.49,16.15,5.64,2.02,5.02,3.84,0,282
49.36,16.99,9.73,9.93,99.7,6475.0,35.0,8.0,16.0,30.0,3.8,1.83,52.4,37.6,19.4,8.8,2.1,9.23,0.47,4.21,0.22,4.3,8.9,6.0,2.07,2.22,50.51,1.11,17.38,9.96,5.65,10.16,2.89,1,31
66.34,15.35,4.29,2.56,98.71,4556.0,1.0,4.0,14.0,30.0,5.0,4.37,44.9,36.8,25.8,20.9,3.5,0.2,0.28,0.9,3.56,2.8,3.2,2.1,1.2,1.2,67.71,0.78,15.67,4.38,1.63,2.61,6.66,1,1876
51.9,13.7,12.6,4.36,100.69,7794.0,1.0,1.0,2.0,5.0,2.2,2.6,5.2,6.3,11.0,12.4,2.3,0.28,0.44,0.27,1.17,0.7,0.6,0.4,0.83,0.89,55.14,1.38,14.56,13.39,5.66,4.63,4.91,1,243
45.1,12.6,7.53,14.2,98.03,5611.32,28.0,10.0,45.0,94.0,7.5,1.28,146.1,116.6,38.4,6.1,4.5,3.77,0.22,7.89,0.36,6.06,35.39,23.86,5.84,6.26,48.2,1.0,13.47,8.05,7.4,15.18,3.72,2,2925
60.37,16.05,6.26,4.91,100.45,3837.0,28.0,18.0,21.0,34.0,3.8,2.43,68.2,41.7,19.4,11.6,1.1,7.3,0.87,7.57,0.67,5.6,8.7,5.9,1.6,1.7,60.64,0.64,16.12,6.29,3.48,4.93,3.48,1,2091
56.5,15.7,6.05,6.2,94.81,7433.8,55.0,26.0,65.0,120.0,7.7,1.2,208.4,148.5,39.5,5.7,2.5,7.17,0.4,21.67,0.47,8.39,53.83,36.29,6.42,6.88,59.9,1.31,16.64,6.41,0.0,6.57,5.19,2,2003
65.61,14.78,5.04,3.59,99.47,3237.0,15.0,5.0,33.0,48.0,2.6,1.86,107.3,59.3,13.2,8.9,7.1,5.9,0.14,2.51,0.31,12.9,17.9,12.1,1.4,1.5,66.63,0.55,15.01,5.12,2.0,3.65,4.01,1,2589
56.75,17.84,8.34,4.69,101.4,4496.0,50.0,4.0,13.0,27.0,3.1,2.01,43.3,33.8,15.9,9.6,3.2,15.98,0.31,2.08,0.08,4.3,6.7,4.5,1.55,1.66,57.44,0.76,18.06,8.44,3.98,4.75,4.05,1,604
73.02,15.73,0.64,1.67,99.19,299.75,15.0,3.0,0.0,1.0,0.1,0.03,1.2,0.9,0.4,0.1,0.1,214.29,7.5,90.0,0.18,5.14,12.0,8.09,2.33,2.5,74.0,0.05,15.94,0.65,0.15,1.69,6.59,1,1106
66.94,14.81,4.32,3.7,99.71,3079.88,120.0,8.0,22.0,44.0,4.2,1.95,71.9,54.8,21.3,9.3,2.8,28.77,0.36,4.14,0.07,5.37,11.43,7.71,2.13,2.28,67.33,0.52,14.89,4.35,1.89,3.72,3.14,1,1016
69.29,14.48,3.5,2.65,99.88,1918.4,48.0,4.0,11.0,19.0,1.1,1.0,33.9,24.1,5.6,4.8,2.6,43.91,0.38,3.99,0.08,9.55,10.5,7.08,1.1,1.18,70.86,0.33,14.81,3.58,0.72,2.71,3.87,2,2216
60.37,17.56,4.82,4.53,99.53,4856.0,73.0,26.0,47.0,94.0,5.1,0.9,151.9,116.8,26.2,4.3,1.8,14.31,0.56,29.11,0.36,9.2,52.3,35.3,5.67,6.07,61.11,0.82,17.78,4.88,2.54,4.59,4.56,1,784
66.84,16.58,4.67,2.99,102.17,1978.0,36.0,27.0,22.0,32.0,3.7,2.99,69.9,39.4,18.7,14.3,0.8,9.9,1.25,9.07,0.75,5.9,7.3,4.9,1.2,1.3,65.57,0.32,16.26,4.58,1.16,2.93,3.4,1,2081
64.35,17.53,3.57,4.43,99.12,2938.0,116.0,13.0,26.0,50.0,4.7,2.7,82.9,62.1,24.1,12.9,2.0,24.68,0.51,4.81,0.11,5.5,9.5,6.4,1.74,1.87,64.92,0.49,17.69,3.6,1.02,4.47,3.58,1,120
47.1,16.9,9.1,12.65,100.09,6115.0,54.0,5.0,27.0,49.0,5.1,2.46,85.5,60.3,25.9,11.8,5.1,10.7,0.2,2.13,0.1,5.2,10.8,7.3,2.1,2.2,49.12,1.06,17.62,9.49,2.28,13.19,3.45,1,2460
75.92,12.75,1.77,0.84,99.2,420.0,99.0,4.0,30.0,55.0,3.8,1.7,96.8,67.6,19.5,8.1,7.5,26.0,0.13,2.35,0.04,7.9,17.6,11.9,2.2,2.4,76.53,0.07,12.85,1.78,0.19,0.85,2.86,0,2127
48.47,12.57,8.4,9.33,99.28,10878.0,58.0,52.0,163.0,301.0,17.0,1.65,525.0,372.6,87.3,7.9,3.1,3.4,0.32,31.53,0.9,9.6,98.8,66.6,10.32,11.07,48.9,1.83,12.68,8.48,8.87,9.42,4.68,2,391
48.5,19.75,7.59,8.76,99.84,5875.0,134.0,14.0,27.0,53.0,5.1,2.11,86.5,65.3,26.0,10.1,1.9,26.33,0.51,6.54,0.1,5.3,12.7,8.6,2.4,2.58,51.19,1.03,20.85,8.01,2.49,9.25,3.3,1,707
47.59,17.52,10.72,9.39,103.91,5396.0,24.0,4.0,26.0,19.0,3.2,1.49,83.3,23.4,16.3,7.1,6.5,7.4,0.15,2.66,0.17,8.1,17.3,11.7,2.1,2.3,47.61,0.9,17.53,10.72,9.1,9.39,1.74,0,2801
66.33,15.44,3.46,3.58,99.57,3057.0,59.0,18.0,27.0,50.0,3.2,0.75,85.5,61.5,16.4,3.6,1.5,18.4,0.67,23.6,0.3,8.3,35.3,23.8,4.3,4.6,67.03,0.52,15.6,3.5,1.38,3.62,3.49,0,1672
64.49,14.58,2.92,3.07,99.73,2458.0,219.0,11.0,32.0,49.0,2.8,1.0,103.2,60.6,14.4,4.8,2.9,78.2,0.34,11.0,0.05,11.4,32.0,21.6,2.8,3.0,69.74,0.44,15.77,3.16,1.57,3.32,0.0,0,2072
58.8,16.2,5.61,6.08,96.12,5575.35,46.0,19.0,48.0,87.0,5.3,1.0,153.5,107.8,27.2,4.8,2.5,8.6,0.4,19.0,0.42,8.98,47.6,32.09,5.3,5.68,61.44,0.97,16.93,5.86,0.0,6.35,5.22,2,2033
46.15,14.15,10.03,8.91,99.9,12372.0,44.0,51.0,111.0,206.0,12.6,1.68,357.3,255.1,64.7,8.0,2.2,3.49,0.46,30.62,1.17,8.8,65.9,44.5,7.51,8.05,46.31,2.07,14.2,10.06,9.43,8.93,4.81,2,399
50.93,15.37,9.35,8.55,100.23,14568.0,21.0,39.0,43.0,93.0,10.7,1.5,138.7,114.7,54.7,7.2,1.1,1.92,0.91,26.2,1.92,4.03,28.67,19.33,7.11,7.62,51.09,2.44,15.42,9.38,5.35,8.58,5.07,2,865
63.77,16.38,2.22,4.28,97.11,3297.0,146.0,17.0,37.0,47.0,4.5,2.09,120.0,58.5,23.0,10.0,2.2,32.6,0.46,8.23,0.12,8.3,17.8,12.0,2.1,2.3,65.67,0.57,16.87,2.29,1.64,4.41,3.64,1,1168
65.1,11.9,5.96,3.76,100.36,4256.0,76.0,4.0,13.0,24.0,3.3,1.45,41.7,29.9,16.9,6.9,3.0,23.0,0.34,2.99,0.06,3.9,8.9,6.0,2.3,2.4,66.56,0.73,12.17,6.09,3.12,3.84,3.99,1,2994
61.19,19.82,7.11,0.39,99.7,5641.12,218.0,17.0,47.0,100.0,7.7,3.45,152.5,123.9,39.4,16.5,2.7,28.42,0.37,5.04,0.08,6.15,13.71,9.25,2.23,2.39,62.03,0.95,20.1,7.21,2.21,0.4,1.46,1,1033
55.3,14.75,6.9,6.43,100.44,5336.0,104.0,16.0,36.0,71.0,6.2,2.39,117.4,88.0,31.9,11.4,2.3,16.64,0.43,6.53,0.15,5.9,15.2,10.3,2.6,2.79,57.95,0.93,15.46,7.23,4.55,6.74,3.07,1,28
69.7,15.35,1.64,3.02,99.99,1259.0,54.0,8.0,19.0,31.0,1.7,0.53,61.9,37.9,8.5,2.5,2.4,32.73,0.42,15.28,0.15,11.6,36.2,24.4,3.11,3.34,71.7,0.22,15.79,1.69,0.81,3.11,4.41,0,625
56.9,17.0,7.36,2.41,97.61,6235.0,55.0,13.0,34.0,83.0,5.2,1.63,110.0,103.2,26.6,7.8,2.7,10.58,0.37,7.73,0.23,6.6,20.9,14.1,3.18,3.41,60.8,1.11,18.16,7.86,4.04,2.58,2.54,0,65
46.76,19.8,11.44,9.71,99.27,6714.0,121.0,25.0,71.0,152.0,12.1,2.39,228.7,188.1,62.1,11.4,2.8,10.0,0.36,10.59,0.21,5.9,29.7,20.0,5.1,5.4,47.58,1.14,20.15,11.64,3.26,9.88,2.57,0,1674
47.04,17.27,11.11,10.39,100.0,6894.0,40.0,3.0,13.0,29.0,3.9,1.86,43.4,36.0,20.2,8.9,5.0,10.1,0.2,1.45,0.07,3.4,7.2,4.9,2.1,2.3,47.97,1.17,17.61,11.33,5.94,10.59,3.08,0,2770
48.47,16.49,5.26,14.57,100.02,2518.0,2.0,3.0,1.0,3.0,0.7,0.85,3.8,3.9,3.3,4.1,0.5,2.6,2.22,3.11,1.59,1.8,1.4,0.9,0.8,0.8,49.25,0.43,16.76,5.34,9.23,14.8,3.87,1,2260
48.0,18.5,10.9,10.5,100.99,4976.0,26.0,3.0,8.0,17.0,2.8,1.82,24.9,20.9,14.4,8.7,2.7,9.4,0.37,1.56,0.11,2.8,4.2,2.9,1.5,1.6,48.93,0.85,18.86,11.11,4.64,10.7,2.42,1,2467
69.65,14.81,2.98,2.19,99.71,2161.87,113.0,9.0,28.0,54.0,4.1,2.34,89.9,67.3,20.9,11.2,3.1,27.6,0.32,3.79,0.08,6.84,11.89,8.02,1.74,1.86,70.45,0.36,14.98,3.01,0.98,2.22,3.53,1,1046
70.65,15.74,1.63,2.6,99.5,1738.55,60.0,3.0,22.0,39.0,2.6,0.17,71.9,48.0,13.3,0.8,8.1,23.28,0.12,16.24,0.05,8.61,131.18,88.44,15.24,16.33,71.39,0.29,15.9,1.65,0.53,2.63,4.7,2,2116
67.08,16.59,5.02,1.96,102.13,2758.0,79.0,7.0,15.0,27.0,2.0,0.54,48.4,33.4,10.0,2.6,2.2,40.5,0.45,12.59,0.09,7.7,27.8,18.7,3.6,3.9,66.48,0.46,16.44,4.97,1.53,1.94,4.73,0,1604
52.7,17.58,6.87,5.89,99.92,6055.0,10.0,14.0,15.0,32.0,3.4,1.66,49.4,39.2,17.2,7.9,1.1,2.9,0.92,8.49,1.45,4.6,9.2,6.2,2.0,2.2,54.52,1.04,18.19,7.11,5.23,6.09,6.5,0,2791
63.94,17.27,4.21,3.14,98.7,2938.0,74.0,14.0,25.0,47.0,3.9,1.9,80.6,58.2,20.0,9.1,1.8,19.0,0.56,7.37,0.19,6.4,13.2,8.9,2.1,2.2,64.78,0.5,17.5,4.27,1.54,3.18,5.35,0,2237
58.5,13.33,8.18,6.52,99.5,5396.0,88.0,6.0,21.0,33.0,7.9,1.81,69.2,41.1,40.6,8.7,3.4,11.1,0.29,3.46,0.07,2.7,11.9,8.0,4.4,4.7,60.34,0.93,13.75,8.44,3.46,6.73,3.7,1,2992
59.7,15.8,4.98,4.6,95.02,4736.05,87.0,32.0,59.0,103.0,5.6,1.6,190.3,127.5,28.7,7.7,1.8,15.48,0.54,20.0,0.37,10.54,36.88,24.86,3.5,3.75,63.35,0.84,16.77,5.28,0.0,4.88,4.67,2,2008
56.4,17.8,7.9,6.2,99.27,4376.0,160.0,19.0,27.0,54.0,5.7,0.81,86.5,66.8,29.2,3.9,1.4,28.1,0.7,23.21,0.12,4.7,33.1,22.3,7.0,7.5,57.0,0.74,17.99,7.98,2.38,6.27,2.63,1,2498
68.2,14.5,2.3,0.85,98.39,2278.0,237.0,31.0,46.0,86.0,6.7,5.1,148.1,106.7,34.4,24.4,1.5,35.37,0.68,6.08,0.13,6.9,9.0,6.1,1.31,1.41,70.26,0.39,14.94,2.37,0.68,0.88,1.65,1,471
75.85,14.51,0.63,0.3,99.83,1199.0,14.0,10.0,49.0,87.0,6.4,0.73,156.8,107.7,33.0,3.5,4.9,2.2,0.21,13.7,0.71,7.6,66.6,44.9,8.8,9.4,77.15,0.2,14.76,0.64,0.28,0.31,6.04,0,1780
51.48,20.23,6.36,6.6,99.64,3897.0,121.0,7.0,23.0,43.0,3.5,1.25,72.6,53.6,18.1,6.0,3.5,34.28,0.29,5.2,0.05,6.4,18.0,12.1,2.82,3.03,53.05,0.67,20.85,6.55,2.59,6.8,3.6,1,910
62.48,15.08,2.35,6.33,99.56,3477.0,41.0,15.0,32.0,64.0,7.1,1.21,103.2,79.3,36.4,5.8,2.1,5.8,0.47,12.4,0.37,4.5,26.4,17.8,5.9,6.3,67.03,0.62,16.18,2.52,1.54,6.79,2.65,0,1792
70.0,14.4,2.99,1.57,99.35,2218.0,402.0,26.0,42.0,86.0,6.7,5.36,135.5,106.4,34.2,25.6,1.6,60.4,0.62,4.85,0.06,6.3,7.8,5.3,1.2,1.3,70.64,0.37,14.53,3.02,0.48,1.58,3.39,0,1682
55.1,18.04,7.02,6.36,99.41,6954.0,85.0,38.0,63.0,130.0,7.7,1.6,203.9,160.3,39.5,7.7,1.7,11.04,0.6,23.56,0.44,8.2,39.5,26.6,4.81,5.16,56.18,1.18,18.4,7.16,2.8,6.49,3.9,1,777
48.4,14.1,9.05,9.92,99.35,7475.77,38.0,18.0,28.0,56.0,5.0,1.82,89.0,69.6,25.6,8.7,1.5,7.54,0.67,10.11,0.49,5.52,15.16,10.22,2.75,2.94,49.27,1.27,14.35,9.21,9.88,10.1,3.38,2,2922
60.63,15.12,6.86,5.54,99.47,6295.0,17.0,5.0,13.0,29.0,4.3,3.4,42.7,35.7,22.2,16.3,2.8,3.8,0.36,1.39,0.29,3.1,3.9,2.6,1.3,1.4,61.86,1.07,15.43,7.0,2.8,5.65,4.25,0,2186
53.19,16.73,7.24,7.15,100.73,4197.0,66.0,7.0,30.0,48.0,4.7,2.55,98.0,59.1,24.2,12.2,4.3,14.0,0.23,2.75,0.11,6.4,11.9,8.0,1.9,2.0,56.35,0.74,17.72,7.67,0.44,7.57,4.19,1,2905
54.0,15.0,8.47,9.88,100.67,4137.0,5.0,2.0,6.0,17.0,3.2,2.29,20.0,20.9,16.4,11.0,3.1,1.5,0.32,0.87,0.42,1.9,2.7,1.8,1.4,1.5,53.96,0.69,14.99,8.46,6.62,9.87,4.82,1,2695
68.11,15.27,3.49,3.69,98.06,1858.0,87.0,6.0,17.0,36.0,2.5,1.4,56.1,44.4,12.8,6.7,3.2,34.8,0.32,3.93,0.06,7.0,12.4,8.4,1.8,1.9,69.46,0.32,15.57,3.56,1.15,3.76,3.83,0,2138
54.16,17.4,7.17,9.63,99.37,9772.0,4.0,7.0,11.0,27.0,5.0,3.27,36.4,33.5,25.6,15.6,1.7,0.8,0.58,1.99,1.55,2.3,3.5,2.3,1.5,1.6,55.06,1.66,17.69,7.29,3.31,9.79,4.51,0,2182
74.7,13.0,0.34,0.54,97.2,180.0,107.0,30.0,6.0,12.0,1.3,1.16,17.7,14.4,6.5,5.6,0.2,84.9,5.53,26.21,0.28,4.4,4.7,3.2,1.1,1.2,77.24,0.03,13.44,0.35,0.1,0.56,4.23,1,1925
64.0,15.6,5.17,3.8,98.0,3177.0,78.0,8.0,13.0,27.0,3.4,2.29,42.3,32.9,17.6,11.0,1.6,22.8,0.63,3.58,0.1,3.8,5.7,3.9,1.5,1.6,65.31,0.54,15.92,5.28,2.02,3.88,3.48,1,2889
52.43,18.42,8.96,5.3,99.99,5875.0,8.0,7.0,12.0,24.0,3.3,1.95,38.2,30.1,17.0,9.3,1.7,2.5,0.58,3.52,0.84,3.6,6.1,4.1,1.7,1.8,53.97,1.01,18.96,9.22,3.26,5.46,6.97,0,2782
50.53,19.29,6.99,7.77,99.05,5755.0,81.0,19.0,33.0,61.0,5.5,2.18,106.1,76.0,28.4,10.4,1.8,14.6,0.57,8.58,0.23,5.9,15.1,10.2,2.5,2.7,52.6,1.0,20.08,7.28,3.46,8.09,3.89,1,1559
43.2,13.2,11.2,8.58,98.15,9472.0,81.0,14.0,52.0,96.0,9.2,2.0,166.8,119.1,47.2,9.6,3.7,8.8,0.27,7.0,0.17,5.6,25.9,17.4,4.6,4.93,47.76,1.75,14.59,12.38,5.89,9.48,2.76,0,951
58.51,16.2,6.7,6.31,100.0,2758.0,72.0,4.0,15.0,26.0,3.0,1.33,47.4,32.2,15.3,6.4,4.0,24.1,0.25,2.78,0.05,4.9,11.1,7.5,2.2,2.4,58.98,0.46,16.33,6.75,3.97,6.36,3.71,1,2333
58.34,13.86,8.96,5.63,98.05,5415.0,57.0,9.0,21.0,47.0,6.1,4.4,66.5,57.6,31.4,21.1,2.2,9.3,0.45,2.12,0.16,3.4,4.7,3.2,1.4,1.5,59.94,0.93,14.24,9.21,4.27,5.78,2.7,1,2303
65.6,16.7,3.23,0.78,98.99,3057.0,425.0,26.0,42.0,84.0,6.5,3.58,135.5,104.0,33.4,17.1,1.6,65.3,0.62,7.26,0.06,6.5,11.7,7.9,1.8,1.9,66.95,0.52,17.04,3.3,0.36,0.8,4.05,0,1695
53.9,19.4,4.5,5.66,97.76,4256.0,146.0,14.0,38.0,71.0,5.7,2.3,122.6,87.9,29.4,11.0,2.7,25.5,0.38,6.22,0.1,6.6,16.5,11.1,2.5,2.7,55.87,0.74,20.11,4.66,1.68,5.87,4.95,0,2383
50.25,14.78,10.22,8.89,99.46,4616.0,109.0,9.0,35.0,68.0,7.4,2.22,113.2,83.9,37.9,10.6,3.9,14.7,0.26,4.04,0.08,4.7,15.8,10.7,3.3,3.6,51.2,0.78,15.06,10.41,5.21,9.06,2.94,1,1554
63.36,18.49,2.62,0.47,98.1,2326.0,60.0,18.0,41.0,75.0,5.8,2.79,133.4,92.2,29.9,13.4,2.3,10.3,0.44,6.52,0.3,7.0,15.0,10.0,2.1,2.2,65.47,0.4,19.11,2.7,0.07,0.49,9.29,1,967
53.46,13.94,9.03,6.54,95.52,6475.0,0.0,0.0,5.0,13.0,3.2,2.72,17.0,15.6,16.3,13.0,15.5,0.1,0.06,0.13,1.42,1.7,1.9,1.3,1.2,1.3,56.52,1.14,14.74,9.55,4.68,6.91,6.14,1,1874
57.88,18.75,5.2,6.2,99.75,5396.0,148.0,12.0,27.0,56.0,5.7,1.6,88.1,69.3,29.2,7.7,2.3,26.0,0.44,7.5,0.08,4.8,17.1,11.5,3.6,3.8,58.28,0.91,18.88,5.24,2.48,6.24,3.12,1,2492
46.69,14.97,10.24,11.07,100.41,8572.85,28.0,25.0,58.0,109.0,7.6,2.27,188.4,134.3,38.8,10.9,2.4,3.67,0.42,10.84,0.88,7.71,25.73,17.34,3.33,3.57,47.11,1.44,15.1,10.33,9.61,11.17,3.03,2,2656
63.94,17.04,3.36,3.82,99.01,4556.0,101.0,20.0,71.0,120.0,6.8,1.76,230.3,148.5,34.9,8.4,3.5,14.9,0.28,11.53,0.2,10.5,40.6,27.4,3.9,4.1,65.61,0.78,17.48,3.45,0.86,3.92,4.29,0,1722
57.88,17.23,7.76,6.35,100.3,7374.0,44.0,16.0,31.0,56.0,5.1,2.5,100.0,69.1,26.2,12.0,1.9,8.57,0.51,6.36,0.36,6.1,12.4,8.4,2.04,2.19,57.67,1.23,17.17,7.73,3.04,6.33,4.4,2,519
68.77,16.14,3.51,4.25,101.0,2098.0,41.0,7.0,18.0,34.0,2.2,0.46,58.1,42.1,11.3,2.2,2.6,18.6,0.39,15.22,0.17,8.2,39.1,26.4,4.8,5.1,68.77,0.35,16.14,3.51,1.36,4.25,3.81,0,1195
56.03,16.93,7.36,6.22,98.84,4718.0,80.0,15.0,32.0,65.0,5.9,2.65,103.3,80.3,30.4,12.7,2.1,13.4,0.48,5.78,0.19,5.0,12.0,8.0,2.2,2.4,58.43,0.82,17.65,7.68,2.82,6.48,3.28,1,962
50.52,19.14,8.67,7.81,102.41,6954.0,27.0,20.0,24.0,49.0,4.1,2.0,76.8,60.5,20.9,9.6,1.2,6.6,0.84,10.0,0.74,5.8,11.9,8.0,2.0,2.2,50.51,1.16,19.14,8.67,6.88,7.81,3.77,0,1180
50.3,12.9,7.93,9.12,98.65,7134.0,173.0,44.0,57.0,121.0,11.8,1.91,184.8,149.8,60.3,9.1,1.3,14.68,0.76,22.88,0.25,4.9,30.0,20.2,6.15,6.59,51.98,1.23,13.33,8.19,6.73,9.42,2.5,2,158
52.76,19.27,5.49,9.4,102.9,9352.0,58.0,22.0,36.0,60.0,3.5,1.52,116.1,73.8,17.9,7.3,1.6,16.5,0.61,14.54,0.38,10.3,23.7,16.0,2.3,2.5,52.76,1.56,19.27,5.49,5.12,9.4,3.87,0,1183
66.07,15.31,3.29,4.24,99.44,5875.0,30.0,10.0,11.0,26.0,6.1,3.1,35.5,32.5,31.3,14.8,1.2,4.9,0.86,3.06,0.32,1.8,3.5,2.4,2.0,2.1,67.58,1.0,15.66,3.37,2.39,4.34,4.45,0,2722
53.2,16.25,10.3,6.33,96.98,4915.9,46.0,4.0,10.0,20.0,2.9,2.34,31.0,24.8,14.6,11.2,2.2,16.18,0.45,1.84,0.09,3.37,4.1,2.77,1.22,1.31,54.86,0.85,16.76,10.62,4.57,6.53,3.2,1,1069
66.62,15.17,4.0,3.83,99.59,2878.0,13.0,5.0,10.0,19.0,2.0,1.59,33.5,23.5,10.1,7.6,2.1,6.6,0.48,3.14,0.38,5.3,6.5,4.4,1.2,1.3,67.5,0.49,15.37,4.05,1.55,3.88,3.98,1,2593
